sale_price,year_sold,year_built,lot_area,basement_area,living_area,full_bath,half_bath,bedroom,garage_cars,garage_area,ac,zoning,neighborhood,quality,condition
196000,2009,1977,9819,1567,1567,2,0,2,2,714,Y,Residential_Low_Density,nb_20,average,average
173000,2009,1969,10457,784,1632,1,1,4,2,898,Y,Residential_Low_Density,nb_20,average,good
176500,2008,1958,11029,1184,1414,1,0,3,2,601,Y,Residential_Low_Density,nb_07,average,good
206900,2008,1969,11075,952,2112,2,1,4,2,576,Y,Residential_Low_Density,nb_07,average,average
165000,2008,1995,8139,680,1470,2,1,3,2,420,Y,Residential_Low_Density,nb_22,average,average
173000,2008,1996,15038,916,1636,2,1,3,2,386,Y,Residential_Low_Density,nb_22,average,average
175000,2008,1996,21872,729,1446,2,1,3,2,406,Y,Residential_Low_Density,nb_22,good,average
286000,2008,2001,4923,1593,1593,1,1,0,2,682,Y,Residential_Low_Density,nb_10,good,average
247900,2008,1997,6264,1664,1682,1,1,1,2,528,Y,Residential_Low_Density,nb_10,good,average
180000,2008,1992,5070,1280,1280,2,0,2,2,506,Y,Residential_Low_Density,nb_10,good,average
181000,2008,1997,10839,926,1604,2,1,3,2,470,Y,Residential_Low_Density,nb_22,average,average
188000,2008,1995,8000,773,1658,2,1,3,2,431,Y,Residential_Low_Density,nb_22,average,average
194500,2008,1994,10832,712,1895,2,1,3,2,409,Y,Residential_Low_Density,nb_22,good,average
189000,2008,1988,4671,1228,1228,2,0,2,2,472,Y,Residential_Low_Density,nb_10,good,average
188500,2008,1989,5950,1337,1337,2,0,2,2,462,Y,Residential_Low_Density,nb_10,good,average
325000,2008,2005,11198,1122,2504,2,1,4,3,656,Y,Residential_Low_Density,nb_10,excellent,average
115000,2008,1952,31220,1632,1474,1,0,3,2,495,Y,Residential_Low_Density,nb_22,average,poor
226500,2008,1988,12680,1675,1688,2,0,2,2,528,Y,Residential_Low_Density,nb_04,good,average
181900,2008,1983,10825,1260,1260,2,0,3,2,598,Y,Residential_Low_Density,nb_04,good,good
235000,2008,1978,18559,2048,2064,2,0,3,2,550,Y,Residential_Low_Density,nb_04,good,average
220000,2008,1979,14450,1782,1782,2,0,3,2,551,Y,Residential_Low_Density,nb_04,good,average
272000,2008,1977,12227,1330,2872,2,1,4,2,619,Y,Residential_Low_Density,nb_04,average,good
161000,2008,1976,13068,1211,1211,2,0,3,2,461,Y,Residential_Low_Density,nb_04,average,average
185000,2008,1980,10400,738,2044,2,1,3,2,489,Y,Residential_Low_Density,nb_04,good,average
159900,2008,1976,10400,1444,1444,2,0,2,2,473,Y,Residential_Low_Density,nb_04,average,average
205000,2008,1976,10480,803,1964,2,1,4,2,483,Y,Residential_Low_Density,nb_04,good,average
157000,2008,1973,10000,1176,1178,1,1,3,2,439,Y,Residential_Low_Density,nb_04,average,average
133000,2008,1974,9000,896,1792,2,2,4,2,480,Y,Residential_Low_Density,nb_07,average,average
151000,2008,1969,9750,1054,1054,1,1,3,2,460,Y,Residential_Low_Density,nb_07,average,good
123000,2008,1971,7560,864,864,1,0,3,2,576,Y,Residential_Low_Density,nb_07,average,average
111250,2008,1972,12735,864,864,1,0,3,2,576,Y,Residential_Low_Density,nb_07,average,average
100500,2008,1972,1890,483,987,1,1,2,1,352,Y,Residential_Medium_Density,nb_09,average,average
106000,2008,1970,1869,483,987,1,1,2,1,280,Y,Residential_Medium_Density,nb_09,average,average
111750,2008,1972,1680,630,1302,2,1,3,1,264,Y,Residential_Medium_Density,nb_09,average,average
148500,2008,1977,2529,1055,1055,2,0,2,2,440,Y,Residential_Low_Density,nb_18,good,average
110000,2008,1966,9477,864,892,1,0,3,1,264,Y,Residential_Low_Density,nb_07,average,average
417500,2008,2007,13693,2418,2464,2,1,4,3,650,Y,Residential_Low_Density,nb_03,good,average
383000,2008,2007,14418,1950,1950,2,0,2,3,706,Y,Residential_Low_Density,nb_03,excellent,average
460000,2008,2005,12539,1620,2790,2,1,4,4,1150,Y,Residential_Low_Density,nb_03,excellent,average
379000,2008,2005,12151,1414,2331,2,1,3,3,1003,Y,Residential_Low_Density,nb_03,excellent,average
250000,2008,2007,8899,948,2088,2,1,4,3,656,Y,Residential_Low_Density,nb_03,good,average
615000,2008,2003,12720,2535,2470,1,1,1,3,789,Y,Residential_Low_Density,nb_03,excellent,average
412500,2008,2003,13688,1572,2668,2,1,3,3,726,Y,Residential_Low_Density,nb_03,excellent,average
284000,2008,2003,10625,998,2046,2,1,3,3,871,Y,Residential_Low_Density,nb_03,good,average
192000,2008,2005,12304,1367,1367,2,0,2,2,484,Y,Residential_Low_Density,nb_03,good,average
266000,2008,2005,8849,1684,1684,2,0,2,2,564,Y,Residential_Low_Density,nb_03,excellent,average
207000,2008,2004,8198,1358,1358,2,0,2,2,484,Y,Residential_Medium_Density,nb_03,good,average
195000,2008,2003,3940,1415,1455,2,0,2,3,644,Y,Residential_Low_Density,nb_14,good,average
219990,2008,2004,3940,1393,1576,2,0,2,3,668,Y,Residential_Medium_Density,nb_14,good,average
191000,2008,2005,3182,1346,1504,2,0,2,2,437,Y,Residential_Low_Density,nb_14,good,average
159895,2008,2007,3182,1266,1266,2,0,2,2,388,Y,Residential_Low_Density,nb_14,good,average
179000,2008,2004,9024,789,1515,2,1,3,2,393,Y,Residential_Low_Density,nb_22,average,average
193000,2008,2004,7415,839,1593,2,1,3,2,398,Y,Residential_Low_Density,nb_22,average,average
190000,2008,2005,9587,856,1166,2,0,2,2,400,Y,Residential_Low_Density,nb_22,good,average
176000,2008,2005,8029,728,1456,2,1,3,2,400,Y,Residential_Low_Density,nb_22,average,average
188000,2008,2002,8010,840,1720,2,1,3,2,400,Y,Residential_Low_Density,nb_22,good,average
213000,2008,2003,8396,847,1986,2,1,4,2,434,Y,Residential_Low_Density,nb_22,good,average
186500,2008,2000,10261,936,1792,2,1,3,2,451,Y,Residential_Low_Density,nb_22,average,average
184000,2008,2004,15384,788,1490,2,1,3,2,388,Y,Residential_Low_Density,nb_22,good,average
176000,2008,2002,7750,707,1414,2,1,3,2,403,Y,Residential_Low_Density,nb_22,good,average
185900,2008,1999,8390,831,1651,2,1,3,2,450,Y,Residential_Low_Density,nb_22,good,average
284500,2008,1997,9660,1173,2199,2,1,3,2,516,Y,Residential_Low_Density,nb_19,good,average
250000,2008,2000,14260,1145,2198,2,1,4,3,836,Y,Residential_Low_Density,nb_19,good,average
350000,2008,1998,11675,1982,2006,2,0,2,3,938,Y,Residential_Low_Density,nb_19,good,average
290000,2008,1995,11929,1242,2501,2,1,4,3,751,Y,Residential_Low_Density,nb_19,good,good
350000,2008,1995,10437,2109,2113,2,1,2,3,839,Y,Residential_Low_Density,nb_19,good,average
287500,2008,1993,10010,1080,2197,2,1,4,3,783,Y,Residential_Low_Density,nb_19,good,average
271000,2008,1994,10944,1223,2127,2,1,3,2,525,Y,Residential_Low_Density,nb_19,good,average
301500,2008,1994,14303,1986,1987,2,0,2,2,691,Y,Residential_Low_Density,nb_19,good,average
214000,2008,2007,14598,894,1933,2,1,4,3,668,Y,Residential_Low_Density,nb_12,average,average
232000,2008,2006,11957,1574,1574,2,0,3,3,824,Y,Residential_Low_Density,nb_12,good,average
245000,2008,2007,10206,1563,1563,2,0,3,3,758,Y,Residential_Low_Density,nb_12,good,average
257000,2008,2007,9801,1341,1861,3,0,3,3,851,Y,Residential_Low_Density,nb_12,good,average
247000,2008,2006,10037,1460,1460,2,0,3,2,480,Y,Residential_Low_Density,nb_12,good,average
188000,2008,2003,10110,835,1696,2,1,3,2,542,Y,Residential_Low_Density,nb_24,average,average
146000,2008,2005,13072,1175,1175,1,0,3,0,0,Y,Residential_Low_Density,nb_24,average,average
182000,2008,1995,8453,754,1609,2,1,3,2,525,Y,Residential_Low_Density,nb_24,average,average
163000,2008,1993,8480,886,1680,2,1,3,2,474,Y,Residential_Low_Density,nb_24,average,average
189000,2008,1994,14565,832,1657,2,1,3,2,483,Y,Residential_Low_Density,nb_24,good,average
175000,2008,1992,8285,836,1737,2,1,3,2,506,Y,Residential_Low_Density,nb_24,good,average
179200,2008,1991,7153,1278,1294,2,0,3,2,496,Y,Residential_Low_Density,nb_24,average,average
187000,2008,1993,9291,832,1710,2,1,3,2,506,Y,Residential_Low_Density,nb_24,average,average
128000,2008,1963,9100,984,984,1,0,3,1,384,Y,Residential_Low_Density,nb_17,average,average
115000,2008,1968,8450,890,890,1,0,3,1,308,N,Residential_Low_Density,nb_17,average,average
142000,2008,1961,6768,912,912,1,0,3,1,288,Y,Residential_Low_Density,nb_17,average,good
192000,2008,1974,19508,1430,1430,2,0,3,2,484,Y,Residential_Low_Density,nb_15,average,average
140000,2008,1972,10759,1001,1641,2,0,4,2,490,Y,Residential_Low_Density,nb_17,average,average
290000,2008,1990,9205,930,2683,2,1,4,2,473,Y,Residential_Low_Density,nb_19,average,average
372500,2008,1993,11025,1848,2786,2,1,4,2,636,Y,Residential_Low_Density,nb_19,excellent,average
245500,2008,1996,14963,1260,1288,1,1,1,2,500,Y,Residential_Low_Density,nb_15,good,average
162500,2008,1984,11120,1232,1232,2,0,3,2,516,Y,Residential_Low_Density,nb_15,average,average
290000,2008,1976,16280,1426,1671,3,0,3,2,550,Y,Residential_Low_Density,nb_15,good,excellent
183000,2008,1969,11104,1427,1427,2,0,4,2,516,Y,Residential_Low_Density,nb_04,average,average
215000,2008,1967,15387,1620,1620,2,0,4,2,578,Y,Residential_Low_Density,nb_04,good,good
140500,2008,1965,9750,1625,1625,2,0,4,2,484,Y,Residential_Low_Density,nb_04,average,average
240000,2008,1974,10800,1522,2614,2,1,4,2,624,Y,Residential_Low_Density,nb_04,average,good
147000,2008,1965,8872,912,912,1,0,2,2,576,Y,Residential_Low_Density,nb_07,average,good
135000,2008,1965,8125,912,925,1,0,3,2,576,Y,Residential_Low_Density,nb_07,average,good
145000,2008,1965,11072,1728,1728,2,0,6,2,576,Y,Residential_Low_Density,nb_07,average,average
142600,2008,1965,13101,1728,1728,2,0,6,2,576,Y,Residential_Low_Density,nb_07,average,average
135000,2008,1973,9246,1656,1656,2,0,4,2,506,Y,Residential_Low_Density,nb_04,average,average
170000,2008,1971,13355,825,1670,1,1,4,2,464,Y,Residential_Low_Density,nb_04,good,average
299800,2008,1976,8963,1142,2715,3,1,4,2,831,Y,Residential_Low_Density,nb_04,good,excellent
173000,2008,1966,9130,800,1632,1,1,4,2,484,Y,Residential_Low_Density,nb_04,average,good
178400,2008,1961,12122,944,999,1,0,3,2,588,Y,Residential_Low_Density,nb_07,good,excellent
98000,2008,1956,7785,0,1014,1,0,2,1,267,Y,Residential_Low_Density,nb_07,average,average
109008,2008,1957,8593,907,907,1,0,3,1,352,Y,Residential_Low_Density,nb_07,average,average
135750,2008,1956,8475,952,952,1,0,2,1,283,Y,Residential_Low_Density,nb_07,average,good
155000,2008,1963,8700,1120,1128,2,0,3,2,525,Y,Residential_Low_Density,nb_07,average,average
180500,2008,1964,10175,1425,1425,2,0,3,2,576,Y,Residential_Low_Density,nb_07,average,average
140000,2008,1965,9200,1136,1136,1,0,3,1,384,Y,Residential_Low_Density,nb_07,average,average
145000,2008,1964,8250,1092,1092,1,0,3,2,504,Y,Residential_Low_Density,nb_07,average,good
179900,2008,1965,9350,1219,1265,2,0,3,2,502,Y,Residential_Low_Density,nb_07,average,good
145500,2008,1959,10007,1053,1053,1,1,3,1,312,Y,Residential_Low_Density,nb_07,average,good
141000,2008,1960,12493,1100,1100,1,0,3,1,312,Y,Residential_Low_Density,nb_07,average,average
153000,2008,1960,11332,1118,1118,1,0,3,1,264,Y,Residential_Low_Density,nb_07,average,good
52000,2008,1935,4130,270,729,1,0,2,0,0,Y,Residential_Low_Density,nb_23,fair,average
118000,2008,1939,7420,991,1077,1,0,2,1,205,Y,Residential_Low_Density,nb_23,average,average
141500,2008,1960,9600,1296,1496,2,0,3,2,450,Y,Residential_Low_Density,nb_07,average,average
201800,2008,1965,13700,864,1820,1,2,4,2,492,Y,Residential_Low_Density,nb_07,good,average
139950,2008,1961,7875,1144,1144,1,0,3,2,456,Y,Residential_Low_Density,nb_07,average,average
165000,2008,1962,9150,1099,1431,1,0,3,1,296,Y,Residential_Low_Density,nb_07,average,average
227000,2008,1966,14670,1104,1988,2,1,4,2,480,Y,Residential_Low_Density,nb_07,average,good
140000,2008,1962,7763,931,1283,1,0,3,2,506,Y,Residential_Low_Density,nb_07,average,good
136500,2008,1957,8856,1176,1176,1,0,3,1,292,Y,Residential_Low_Density,nb_07,average,average
185000,2008,1959,9840,1248,1440,2,0,2,1,480,Y,Residential_Low_Density,nb_07,average,good
166000,2008,1957,11900,1392,1392,1,1,3,2,458,Y,Residential_Low_Density,nb_07,average,average
136000,2008,1958,9464,1080,1080,1,0,3,1,288,Y,Residential_Low_Density,nb_07,average,good
133000,2008,1956,10425,1104,1104,1,0,3,1,384,Y,Residential_Low_Density,nb_07,average,average
116000,2008,1952,11556,720,882,1,0,2,1,240,Y,Residential_Low_Density,nb_07,average,average
137500,2008,1953,9373,1152,1152,1,1,3,2,636,Y,Residential_Low_Density,nb_07,average,average
130000,2008,1953,12774,984,950,1,0,2,2,400,N,Residential_Low_Density,nb_07,average,average
180000,2008,1957,14250,998,1790,2,0,3,2,540,Y,Residential_Low_Density,nb_07,average,average
100000,2008,1957,8838,0,1764,2,1,4,1,301,Y,Residential_Low_Density,nb_07,average,fair
146000,2008,1957,12436,1824,1824,2,0,5,2,484,Y,Residential_Low_Density,nb_07,average,average
89900,2008,1948,10122,0,869,1,0,1,1,390,N,Residential_Low_Density,nb_13,average,average
114000,2008,1925,7506,747,1159,1,0,3,1,288,Y,Residential_Low_Density,nb_13,average,good
86900,2008,1940,5400,672,672,1,0,2,1,308,Y,Residential_Low_Density,nb_13,average,good
106250,2008,1900,10800,0,1294,2,0,3,0,0,N,Residential_Low_Density,nb_13,average,good
171000,2008,1962,9247,858,1716,1,1,4,2,490,Y,Residential_Low_Density,nb_07,average,average
186000,2008,1958,11355,1312,1312,1,1,3,2,495,Y,Residential_Low_Density,nb_07,good,good
157000,2008,1960,10920,1253,1253,1,1,2,1,352,Y,Residential_Low_Density,nb_07,average,average
148000,2008,1960,12929,1081,1081,1,0,3,1,401,Y,Residential_Low_Density,nb_07,average,average
242000,2008,1960,27650,585,2069,2,0,4,2,505,Y,Residential_Low_Density,nb_07,good,good
116000,2008,1953,8892,105,910,1,0,3,2,414,Y,Residential_Low_Density,nb_07,average,good
127000,2008,1960,7910,1075,1507,2,0,4,1,404,Y,Residential_Low_Density,nb_07,average,average
159000,2008,1959,8000,1256,1256,1,1,3,1,311,Y,Residential_Low_Density,nb_07,average,average
125900,2008,1962,8000,1027,1027,1,0,3,1,299,Y,Residential_Low_Density,nb_07,average,average
155000,2008,1960,7931,1269,1269,1,1,3,1,308,Y,Residential_Low_Density,nb_07,average,average
138000,2008,1948,8064,768,1320,2,0,3,2,576,Y,Residential_Low_Density,nb_07,average,average
112500,2008,1954,6390,936,984,1,0,2,1,280,Y,Residential_Low_Density,nb_07,average,good
105500,2008,1954,7227,832,832,1,0,2,2,528,Y,Residential_Low_Density,nb_07,average,average
127500,2008,1954,7200,854,1278,1,0,4,1,240,Y,Residential_Low_Density,nb_07,average,average
150000,2008,1955,7200,768,1588,1,1,3,2,480,Y,Residential_Low_Density,nb_07,average,average
140000,2008,1963,7056,780,1796,1,1,4,2,483,Y,Residential_Low_Density,nb_07,average,average
167900,2008,1964,9760,780,1611,1,1,4,2,442,Y,Residential_Low_Density,nb_07,average,average
136870,2008,1963,7590,1117,1117,1,0,3,1,264,Y,Residential_Low_Density,nb_07,average,average
73000,2008,1925,5232,680,764,1,0,2,2,504,N,Residential_Medium_Density,nb_13,average,average
157500,2008,1904,10440,650,1539,2,0,3,2,686,Y,Residential_Medium_Density,nb_13,average,good
111000,2008,1910,4800,680,1360,1,0,2,1,330,N,Residential_Medium_Density,nb_13,average,average
256000,2008,1920,10440,1510,2792,2,0,5,2,520,Y,Residential_Medium_Density,nb_13,average,good
64000,2008,1940,4800,672,672,1,0,2,1,256,Y,Residential_Medium_Density,nb_13,average,average
118000,2008,1910,11426,828,1594,2,0,3,0,0,Y,Residential_Medium_Density,nb_13,average,average
122250,2008,1920,7308,936,1740,1,0,2,1,225,N,Residential_Medium_Density,nb_13,average,average
155000,2008,1940,10800,884,1436,2,0,3,2,828,Y,Residential_Medium_Density,nb_13,average,average
78000,2008,1910,6756,481,899,1,0,2,1,200,N,Residential_Medium_Density,nb_13,average,average
147000,2008,1948,12000,924,1122,1,0,2,2,528,Y,Residential_Medium_Density,nb_13,average,good
140000,2008,1946,9000,904,1499,1,0,3,3,869,Y,Residential_Medium_Density,nb_13,average,average
112500,2008,1957,6000,928,928,1,0,3,1,288,Y,Residential_Medium_Density,nb_13,average,average
295000,2008,1880,18386,1470,3493,3,0,3,3,870,Y,Residential_Medium_Density,nb_13,good,excellent
132000,2008,1920,5350,624,1450,1,0,3,1,288,Y,Residential_Medium_Density,nb_13,good,good
114000,2008,1900,9143,346,1017,1,0,2,1,308,Y,Residential_Medium_Density,nb_13,average,good
130000,2008,1920,9600,973,2350,2,0,4,2,393,Y,Residential_Medium_Density,nb_13,average,average
129500,2008,1917,9600,735,2058,1,1,3,2,396,N,Residential_Medium_Density,nb_13,average,average
163000,2008,1905,10800,482,1912,2,0,3,2,672,N,Residential_Medium_Density,nb_13,average,good
128000,2008,1914,6300,742,1484,2,0,3,0,0,Y,Residential_Medium_Density,nb_13,average,average
122000,2008,1872,5250,684,2358,2,0,4,0,0,N,Residential_Medium_Density,nb_13,good,average
116900,2008,1926,5700,572,1111,1,0,2,1,288,Y,Residential_Medium_Density,nb_13,good,good
325000,2008,1893,13500,1237,2775,3,1,3,2,880,Y,Residential_Medium_Density,nb_13,excellent,excellent
55000,2008,1920,11340,723,1086,1,0,2,2,400,N,Residential_Medium_Density,nb_13,poor,poor
184000,2008,1890,10800,1313,2495,2,0,5,2,342,Y,Residential_Medium_Density,nb_13,good,good
131500,2008,1954,12150,1050,1795,2,0,4,1,352,N,Residential_Medium_Density,nb_13,average,average
97000,2008,1956,12702,0,882,1,0,2,1,308,Y,Residential_Medium_Density,nb_13,average,average
115500,2008,1958,8516,869,1093,1,0,2,1,308,Y,Residential_Medium_Density,nb_13,average,average
138000,2008,1928,7111,1008,1143,1,0,2,1,288,Y,Residential_Low_Density,nb_23,average,good
153000,2008,1935,7010,1024,1738,2,0,3,1,240,Y,Residential_Low_Density,nb_23,average,average
109500,2008,1924,6130,784,784,1,0,2,0,0,Y,Residential_Medium_Density,nb_23,average,average
124000,2008,1941,5000,672,1210,1,0,3,1,240,Y,Residential_Medium_Density,nb_23,average,good
164900,2008,1940,6000,981,1672,1,1,3,1,240,Y,Residential_Medium_Density,nb_23,average,good
119000,2008,1924,6000,949,949,1,0,2,2,370,Y,Residential_Medium_Density,nb_23,average,good
157000,2008,1937,6000,825,1497,2,0,3,1,672,Y,Residential_Medium_Density,nb_23,average,good
105000,2008,1939,6000,739,1342,2,0,2,1,240,Y,Residential_Medium_Density,nb_23,average,average
115000,2008,1920,5520,565,1216,1,0,3,1,355,Y,Residential_Medium_Density,nb_23,average,good
123000,2008,1929,6240,704,1136,1,0,2,1,336,Y,Residential_Medium_Density,nb_23,average,good
81300,2008,1945,6120,0,808,1,0,1,1,164,N,Residential_Medium_Density,nb_23,average,average
162900,2008,1930,6240,1078,1573,2,0,3,2,360,Y,Residential_Medium_Density,nb_23,average,good
123500,2008,1923,6120,1100,1902,2,0,4,2,576,Y,Residential_Medium_Density,nb_13,average,average
128000,2008,1920,6155,611,1362,2,0,3,2,502,Y,Residential_Medium_Density,nb_23,average,good
68500,2008,1927,6324,520,520,1,0,1,1,240,N,Residential_Medium_Density,nb_23,average,average
127000,2008,1948,8635,672,1285,1,0,2,1,240,Y,Residential_Medium_Density,nb_23,average,average
184000,2008,1925,9120,1026,1820,2,0,4,1,240,Y,Residential_Low_Density,nb_23,good,average
162500,2008,1915,9144,810,1716,2,0,4,2,672,Y,Residential_Low_Density,nb_23,average,average
130000,2008,1918,10267,816,838,1,0,2,1,275,Y,Residential_Low_Density,nb_23,average,good
161000,2008,1925,5100,588,1666,1,0,3,1,228,Y,Residential_Medium_Density,nb_13,good,good
127500,2008,1910,4347,796,1609,1,0,3,1,228,Y,Residential_Medium_Density,nb_13,average,good
93850,2008,1930,6291,768,768,1,0,1,2,440,Y,Residential_Medium_Density,nb_06,average,average
141000,2008,1938,6876,1272,1969,2,0,4,2,400,Y,Residential_Medium_Density,nb_06,average,average
120000,2008,1915,10320,880,1308,2,0,2,2,400,Y,Residential_Medium_Density,nb_06,average,average
127500,2008,1925,7200,1040,1040,1,0,2,2,320,Y,Residential_Medium_Density,nb_06,average,good
82375,2008,1915,10320,536,1344,2,0,3,0,0,N,Residential_Medium_Density,nb_06,fair,fair
135000,2008,1906,10320,756,1469,1,0,3,1,216,Y,Residential_Medium_Density,nb_06,average,good
134000,2008,1968,8250,952,1211,1,0,3,1,322,Y,Residential_Low_Density,nb_17,average,average
127500,2008,1940,10106,644,1355,2,0,4,0,0,Y,Residential_Low_Density,nb_01,average,good
129500,2008,1965,11200,1040,1040,1,0,3,1,384,Y,Residential_Low_Density,nb_17,average,average
157500,2008,1978,13014,1008,1096,1,0,3,2,484,Y,Residential_Low_Density,nb_17,average,average
145000,2008,1967,10265,992,992,1,0,3,1,294,Y,Residential_Low_Density,nb_17,average,good
130000,2008,1967,9764,894,894,1,0,3,2,450,Y,Residential_Low_Density,nb_17,average,good
153000,2008,1978,7703,450,1034,1,0,3,2,504,Y,Residential_Low_Density,nb_17,average,good
120000,2008,1967,9981,1073,1073,1,0,3,1,270,Y,Residential_Low_Density,nb_17,average,average
152000,2008,1984,7400,1060,1126,1,0,2,2,506,Y,Residential_Low_Density,nb_17,average,average
80000,2008,1959,9000,1006,1006,1,0,3,0,0,Y,Residential_Low_Density,nb_17,average,fair
149350,2008,1966,8544,1228,1228,1,1,3,1,271,Y,Residential_Low_Density,nb_17,average,average
144900,2008,1963,9239,960,960,1,0,3,1,300,Y,Residential_Low_Density,nb_17,average,good
185000,2008,1956,14175,988,1188,1,0,1,2,621,Y,Residential_Low_Density,nb_17,average,good
140000,2008,1958,13825,533,1601,1,0,3,1,300,Y,Residential_Low_Density,nb_17,average,average
144000,2008,1970,10200,864,904,1,0,3,3,912,Y,Residential_Low_Density,nb_17,average,good
173000,2008,1996,2887,1291,1291,1,0,2,2,431,Y,Residential_Low_Density,nb_16,average,average
192000,2008,1977,10005,1160,2022,2,1,4,2,505,Y,Residential_Low_Density,nb_16,good,average
177000,2008,1959,11512,1019,1357,1,0,2,1,312,Y,Residential_Low_Density,nb_01,average,good
125600,2008,1948,5190,570,1079,1,0,2,1,249,Y,Residential_Low_Density,nb_01,good,average
155000,2008,1953,10452,1094,1094,1,0,3,2,495,Y,Residential_Low_Density,nb_01,average,average
240000,2008,1908,45600,907,2358,3,0,5,2,360,Y,Residential_Low_Density,nb_16,average,good
185000,2008,1918,21780,1163,1674,2,0,4,2,396,Y,Residential_Low_Density,nb_01,average,good
159900,2008,1956,9571,1509,1509,1,0,3,1,322,Y,Residential_Low_Density,nb_01,average,average
99600,2008,1975,9350,864,864,1,0,2,0,0,N,Residential_Low_Density,nb_01,average,average
134500,2008,1962,9360,621,1269,1,1,3,1,280,Y,Residential_Low_Density,nb_01,average,good
119000,2008,1900,8405,861,1367,1,0,4,1,384,Y,Residential_Low_Density,nb_01,average,good
107500,2008,1910,7000,1117,1347,1,0,3,0,0,Y,Residential_Low_Density,nb_01,average,good
125000,2008,1950,10880,1164,1164,1,0,3,1,240,N,Residential_Low_Density,nb_01,average,average
262280,2008,1990,11839,1475,2329,2,1,4,2,514,Y,Residential_Low_Density,nb_24,good,average
229000,2008,1996,10541,672,2037,2,1,3,2,472,Y,Residential_Low_Density,nb_24,good,average
248500,2008,2007,9345,1615,1615,2,0,3,3,864,Y,Residential_Low_Density,nb_08,good,average
228000,2008,1993,11228,1080,2097,2,1,3,3,678,Y,Residential_Low_Density,nb_24,good,average
225000,2008,1995,11454,1401,1511,2,0,3,3,811,Y,Residential_Low_Density,nb_24,good,average
200000,2008,1997,12798,616,1688,2,1,4,2,603,Y,Residential_Low_Density,nb_16,average,average
155000,2008,1994,9750,990,990,1,0,3,2,528,Y,Residential_Low_Density,nb_08,average,good
226001,2008,1997,8696,1418,1418,2,0,3,2,558,Y,Residential_Low_Density,nb_08,good,average
215700,2008,1997,13142,864,1771,2,1,3,2,600,Y,Residential_Low_Density,nb_08,average,average
207500,2008,2000,8998,782,1652,2,1,3,2,532,Y,Residential_Low_Density,nb_08,good,average
188000,2008,1998,8924,880,1724,2,1,3,2,527,Y,Residential_Low_Density,nb_08,good,average
231500,2008,2001,12435,963,1792,2,1,3,2,564,Y,Residential_Low_Density,nb_08,good,average
235000,2008,2000,12192,928,1823,2,1,3,2,626,Y,Residential_Low_Density,nb_08,good,average
223500,2008,2001,11250,920,1786,2,1,3,2,608,Y,Residential_Low_Density,nb_08,good,average
130250,2008,1975,9200,938,938,1,0,3,1,308,Y,Residential_Low_Density,nb_08,average,average
147000,2008,1978,10970,940,1026,1,0,3,2,576,Y,Residential_Low_Density,nb_08,average,average
163000,2008,1975,14330,864,1558,2,0,2,2,440,Y,Residential_Low_Density,nb_08,average,average
110000,2008,1975,7990,924,924,1,0,3,1,280,Y,Residential_Low_Density,nb_08,average,average
127000,2008,1972,7180,864,864,1,0,3,1,352,Y,Residential_Low_Density,nb_08,average,good
124900,2008,1972,7200,780,780,1,0,2,1,352,Y,Residential_Low_Density,nb_08,average,good
237000,2008,2002,9473,1128,2031,2,1,3,2,577,Y,Residential_Low_Density,nb_08,good,average
235000,2008,2000,10316,992,1865,2,1,3,3,839,Y,Residential_Low_Density,nb_08,good,average
230500,2008,2001,10400,1257,2161,2,1,3,2,570,Y,Residential_Low_Density,nb_08,good,average
287000,2008,2001,9240,1055,2263,2,1,3,2,905,Y,Residential_Low_Density,nb_08,good,average
274000,2008,2001,9720,1357,1947,2,1,3,3,725,Y,Residential_Low_Density,nb_08,excellent,average
224900,2008,2003,8158,884,1768,2,1,3,2,543,Y,Residential_Low_Density,nb_08,good,average
183000,2008,2003,7226,798,1640,2,1,3,2,595,Y,Residential_Low_Density,nb_08,good,average
207000,2008,1999,11690,850,1764,2,1,3,2,560,Y,Residential_Low_Density,nb_08,good,average
210000,2008,1994,8750,915,1908,2,1,4,2,493,Y,Residential_Low_Density,nb_08,good,average
136500,2008,2003,4435,848,848,1,0,1,2,420,Y,Residential_Medium_Density,nb_08,average,average
145000,2008,2004,4426,848,848,1,0,1,2,420,Y,Residential_Medium_Density,nb_08,average,average
208500,2008,2003,8450,856,1710,2,1,3,2,548,Y,Residential_Low_Density,nb_08,good,average
186500,2008,2004,9750,1445,1445,2,0,3,2,470,Y,Residential_Low_Density,nb_08,good,average
179900,2008,2007,11049,1234,1234,2,0,3,2,484,Y,Residential_Low_Density,nb_08,good,average
218836,2008,2007,11058,1564,1564,2,0,3,3,814,Y,Residential_Low_Density,nb_08,good,average
141000,2008,2004,4426,848,848,1,0,1,2,420,Y,Residential_Medium_Density,nb_08,average,average
149000,2008,2004,4438,848,848,1,0,1,2,420,Y,Residential_Medium_Density,nb_08,average,average
144500,2008,2004,4438,848,848,1,0,1,2,420,Y,Residential_Medium_Density,nb_08,average,average
85000,2008,1910,8777,796,796,1,0,2,0,0,Y,Residential_Low_Density,nb_01,average,good
145900,2008,1900,8777,1272,2200,2,2,4,0,0,Y,Residential_Low_Density,nb_01,average,good
147500,2008,1965,9937,1256,1256,1,1,3,1,276,Y,Residential_Low_Density,nb_01,average,average
